CASE,QUESTNNR,MODE,STARTED,DE01,DE02,DE03,DE04,DEMO_4,DEMO_3,DEMO_6,DEMO_5,DEMO_9,DEMO_7,DEMO_7_1,DEMO_8,DEMO_8_1,DEMO_1,DEMO_2,BJC_01,BJC_02,BJC_03,BJC_04,BJC_05,BJC_06,BJC_07,BJC_08,BJC_09,BJC_10,BJC_11,BJC_12,STH_01,STH_02,STH_03,STH_04,STH_05,STH_06,STH_07,STH_08,MNC_01,VBC_01,VBC_02,VBC_03,VBC_04,VBC_05,VBC_06,VBC_07,VBC_08,VC_01,VC_02,group,identity_threat,religious_endorse,ATT_CHECK,BL_01,BL_02,BL_03,BL_04,BL_05,TIME001,TIME002,TIME003,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI,DEG_TIME
1385,base,interview,7/6/2020 17:21,1,2,1,1,1,19,11,4,6,1,,6,Tangerang,3,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,4,1,1,1,1,1,1,2,1,1,1,1,7,7,2,-1,-1,4,5,5,5,5,5,10,9,85,,56,,49,10,64,12,6,65,9,29,404,,7/6/2020 17:28,1,0,15,15,0,0,1.61,40
1392,base,interview,7/6/2020 18:21,1,2,1,1,2,20,2,2,6,1,,6,Demak,1,5,5,6,6,3,2,6,5,6,5,3,5,6,2,2,4,3,3,2,1,1,4,3,2,2,1,3,1,4,2,4,4,4,1,-1,4,3,4,4,4,4,164,28,1079,35,155,,70,77,269,163,20,348,55,42,1523,,7/6/2020 19:02,1,0,15,15,0,0,0.39,0
1401,base,interview,7/6/2020 19:14,1,2,1,1,1,22,25,2,6,16,,6,Bekasi,1,5,6,4,4,5,4,3,4,4,4,5,6,4,2,1,4,4,3,2,2,2,4,5,3,4,4,4,4,4,4,5,5,1,1,1,4,4,4,4,4,2,21,8,50,7,46,24,,8,32,32,6,58,32,17,341,,7/6/2020 19:19,1,0,15,15,0,0,1.62,37
1410,base,interview,7/6/2020 19:58,1,2,1,1,2,21,5,4,2,1,,6,Lamongan,1,3,4,3,2,3,2,3,2,2,2,1,2,2,3,3,3,2,2,1,1,1,2,3,1,1,1,2,1,1,1,5,5,3,-1,1,4,5,5,5,4,4,22,15,106,,80,14,,22,67,63,8,142,26,25,590,,7/6/2020 20:08,1,0,15,15,0,0,1,7
1412,base,interview,7/6/2020 20:08,1,2,1,1,2,21,3,2,6,6,,6,Padang,3,3,5,2,1,1,1,1,1,1,1,1,1,1,3,7,5,7,2,1,-1,-1,6,1,1,1,1,1,1,1,1,7,7,4,1,-1,4,4,2,4,2,2,31,19,128,23,59,,20,21,50,62,10,98,27,94,642,,7/6/2020 20:18,1,0,15,15,0,0,0.94,5
1414,base,interview,7/6/2020 20:42,1,2,1,1,2,23,25,4,2,1,,6,sidoarjo,3,6,7,6,7,5,2,7,6,6,7,2,6,7,3,6,5,2,2,2,2,2,2,5,2,2,2,2,2,2,4,3,3,2,-1,-1,4,3,3,3,3,3,28,14,96,,71,,31,9,68,32,10,97,37,25,518,,7/6/2020 20:51,1,0,15,15,0,0,1.05,5
1420,base,interview,7/7/2020 0:16,1,2,1,1,2,35,3,4,4,1,,4,,1,1,4,3,6,3,3,3,3,4,3,3,4,3,5,6,7,7,5,4,3,3,2,2,2,2,2,2,2,2,3,5,5,4,1,-1,4,3,3,3,3,3,129,21,158,40,91,,37,9,67,26,10,78,38,31,735,,7/7/2020 0:28,1,0,15,15,0,0,0.89,5
1428,base,interview,7/7/2020 2:07,1,2,1,1,1,24,9,3,6,1,,6,Boyolali,1,5,3,2,2,1,1,2,5,3,1,1,1,1,1,7,5,7,5,1,5,1,6,1,1,1,1,1,1,1,1,6,6,3,-1,1,4,5,5,5,5,5,219,15,129,,71,70,,24,65,62,12,109,52,77,905,,7/7/2020 2:22,1,0,15,15,0,0,0.64,0
1441,base,interview,7/7/2020 3:29,1,2,1,1,2,37,1,4,4,1,,6,Makassar,1,5,7,4,5,3,4,7,7,7,4,7,6,7,7,7,7,7,7,7,2,3,2,1,2,2,2,2,1,2,2,7,7,3,-1,1,4,1,3,3,1,3,15,10,81,,65,25,,10,57,67,10,53,25,10,428,,7/7/2020 3:36,1,0,15,15,0,0,1.37,22
1444,base,interview,7/7/2020 3:38,1,2,1,1,2,24,7,2,6,1,,6,Purbalingga,1,-1,1,2,3,1,2,1,3,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,7,7,4,1,-1,4,4,4,4,4,4,12,6,318,204,51,,52,5,53,93,11,129,35,28,824,,7/7/2020 3:55,1,0,15,15,0,0,1.15,20
1445,base,interview,7/7/2020 3:42,1,2,1,1,1,19,6,2,6,1,,1,,2,5,3,5,4,2,4,3,4,3,2,2,3,3,4,3,3,3,1,1,1,1,1,5,1,2,1,2,2,1,1,7,7,4,1,-1,4,4,4,4,4,4,30,7,76,34,55,,19,22,66,33,8,101,39,45,535,,7/7/2020 3:51,1,0,15,15,0,0,1.09,9
1447,base,interview,7/7/2020 3:56,1,2,1,1,2,20,1,2,6,1,,6,Bojonegoro,2,6,3,3,6,4,2,4,4,5,4,3,4,6,4,5,7,4,5,4,3,2,5,5,4,3,3,1,2,2,2,4,4,2,-1,-1,4,4,3,4,4,4,123,16,115,,59,,25,26,59,37,17,82,28,31,618,,7/7/2020 4:06,1,0,15,15,0,0,0.88,3
1448,base,interview,7/7/2020 4:00,1,2,1,1,1,18,2,2,6,1,,6,Sidoarjo,1,3,1,1,5,3,3,5,5,5,2,2,2,2,1,1,-1,5,4,2,1,1,1,1,1,1,1,1,1,1,1,7,7,2,-1,-1,4,4,2,4,1,3,83,17,83,,93,,48,16,75,53,10,75,26,15,594,,7/7/2020 4:10,1,0,15,15,0,0,0.95,7
1450,base,interview,7/7/2020 4:13,1,2,1,1,2,27,5.5,4,4,1,,1,,1,5,7,7,7,7,7,7,7,7,6,5,7,7,7,7,7,6,7,7,3,3,3,4,2,5,2,4,3,3,3,6,6,3,-1,1,4,3,2,5,1,3,37,21,94,,70,38,,13,73,47,10,79,14,16,512,,7/7/2020 4:22,1,0,15,15,0,0,1.08,10
1451,base,interview,7/7/2020 4:19,1,2,1,1,2,23,3.5,4,6,1,,1,,1,6,6,4,3,2,1,1,3,4,1,1,1,3,4,1,5,1,2,1,1,1,2,4,1,1,1,1,1,1,1,6,6,1,1,1,4,5,4,5,4,2,54,7,77,45,35,28,,10,26,23,5,39,25,19,393,,7/7/2020 4:25,1,0,15,15,0,0,1.49,28
1454,base,interview,7/7/2020 4:47,1,2,1,1,2,30,22,4,4,16,,6,Kabupaten Bogor,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,6,1,1,1,1,1,4,3,2,2,1,1,1,2,2,6,6,2,-1,-1,4,4,4,4,4,4,17835,26,92,,62,,39,43,99,33,12,130,32,22,625,,7/7/2020 9:54,1,0,15,15,0,0,0.78,3
1459,base,interview,7/7/2020 5:09,1,2,1,1,2,26,2,4,2,1,,6,Ponorogo,1,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,1,7,4,4,7,6,7,7,5,1,1,2,-1,-1,4,2,1,4,1,3,14,17,59,,45,,37,19,57,60,13,74,31,12,438,,7/7/2020 5:16,1,0,15,15,0,0,1.25,18
1466,base,interview,7/7/2020 5:14,1,2,1,1,2,24,3,4,2,6,,3,,1,4,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,4,5,5,5,3,5,162,11,58,24,789,6,,36,29,21,4,286,19,20,737,,7/7/2020 5:38,1,0,15,15,0,0,1.34,31
1469,base,interview,7/7/2020 5:19,1,2,1,1,2,57,10,5,1,1,,6,Ponorogo,1,5,7,7,7,6,6,5,6,6,5,6,6,5,5,7,7,6,7,6,5,5,7,6,6,6,6,6,6,6,6,2,2,3,-1,1,4,2,1,3,1,3,81,24,145,,75,68,,16,120,61,16,217,60,69,952,,7/7/2020 5:35,1,0,15,15,0,0,0.56,0
1472,base,interview,7/7/2020 5:27,1,2,1,1,1,31,1.3,2,2,1,,6,Ponorogo,1,5,5,4,5,5,5,5,6,5,5,4,5,7,7,7,7,7,6,5,3,3,3,1,1,1,3,2,2,3,3,2,2,3,-1,1,4,1,3,5,1,4,168,20,218,,502,70,,52,198,142,17,226,152,105,1429,,7/7/2020 5:58,1,0,15,15,0,0,0.33,0
1474,base,interview,7/7/2020 5:30,1,2,1,1,1,26,2,4,3,3,,6,Ponorogo,1,6,6,7,7,5,5,4,7,6,4,4,5,5,7,6,7,7,6,4,4,3,4,7,4,7,5,6,6,7,5,4,4,3,-1,1,4,2,3,5,2,4,188,14,139,,95,48,,15,88,56,8,132,88,43,914,,7/7/2020 5:45,1,0,15,15,0,0,0.67,0
1480,base,interview,7/7/2020 5:37,1,2,1,1,2,20,1,2,6,1,,6,Tenggarong,4,3,1,5,6,5,4,4,4,6,5,1,5,5,1,5,7,5,4,1,1,1,6,7,4,5,6,7,7,6,6,4,4,4,1,-1,4,3,3,4,3,2,31,20,123,48,62,,52,12,75,42,9,99,22,11,606,,7/7/2020 5:47,1,0,15,15,0,0,1.06,10
1485,base,interview,7/7/2020 5:55,1,2,1,1,1,20,2,2,6,1,,6,Ponorogo,1,1,6,2,4,7,5,2,2,5,3,1,2,7,3,7,7,7,7,4,4,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,1,4,41,22,134,12,70,3,,5,68,57,5,116,18,58,609,,7/7/2020 6:05,1,0,15,15,0,0,1.35,42
1487,base,interview,7/7/2020 5:56,1,2,1,1,1,56,8,4,1,1,,6,Ponorogo,1,6,4,5,5,6,5,5,5,7,6,6,4,5,7,4,7,7,6,7,6,6,4,4,3,4,4,4,5,5,5,5,7,4,1,-1,4,2,1,5,1,2,105,19,110,53,61,,51,11,49,63,11,110,51,29,723,,7/7/2020 6:08,1,0,15,15,0,0,0.8,2
1489,base,interview,7/7/2020 5:59,1,2,1,1,2,19,3,2,6,1,,6,Jombang,3,6,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,5,5,4,1,-1,4,3,3,4,3,3,55,24,77,9,43,,6,10,38,35,10,99,42,33,481,,7/7/2020 6:07,1,0,15,15,0,0,1.34,32
1491,base,interview,7/7/2020 6:07,1,2,1,1,1,22,20,2,6,1,,6,Mojokerto,1,5,7,7,4,7,7,7,7,7,7,7,7,7,4,-1,7,-1,3,2,7,-1,7,7,7,7,7,7,7,7,7,-1,-1,2,-1,-1,4,2,5,5,5,5,9,13,80,,141,,47,12,58,138,12,207,30,69,816,,7/7/2020 6:21,1,0,15,15,0,0,0.94,14
1492,base,interview,7/7/2020 6:24,1,2,1,1,1,22,3,2,6,1,,1,,1,-1,5,4,6,5,3,3,2,6,3,4,3,2,7,3,5,4,6,2,2,2,6,6,2,2,3,3,3,4,2,4,4,4,1,-1,4,3,3,4,2,2,59,11,74,59,54,,49,22,52,54,5,54,23,47,563,,7/7/2020 6:33,1,0,15,15,0,0,1.02,9
1498,base,interview,7/7/2020 7:19,1,2,1,1,2,29,10,4,2,1,,6,Kediri,3,5,7,7,7,4,4,4,7,6,4,2,2,6,4,4,5,4,4,4,1,1,7,1,1,1,1,1,1,1,1,7,7,1,1,1,4,3,3,3,3,3,95,10,96,55,69,35,,17,63,38,8,383,32,35,936,,7/7/2020 7:35,1,0,15,15,0,0,0.83,2
1500,base,interview,7/7/2020 7:23,1,2,1,1,2,30,3,5,4,1,,6,Ponorogo,1,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,6,6,6,7,6,1,1,2,-1,-1,4,1,3,4,3,2,108,12,119,,51,,67,19,85,73,10,105,80,79,808,,7/7/2020 7:36,1,0,15,15,0,0,0.69,1
1503,base,interview,7/7/2020 7:42,1,2,1,1,2,20,25,2,6,1,,1,,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,7,7,3,-1,1,4,3,3,3,3,3,34,9,206,,173,48,,6,52,42,5,63,51,55,744,,7/7/2020 7:54,1,0,15,15,0,0,1.03,12
1504,base,interview,7/7/2020 7:57,1,2,1,1,1,22,2,2,6,2,,2,,1,3,5,4,2,6,3,3,6,4,2,2,2,4,4,3,7,4,4,4,2,4,3,3,3,3,2,4,4,4,2,6,6,1,1,1,4,3,3,3,4,4,12,17,116,14,103,17,,9,105,32,5,71,19,8,528,,7/7/2020 8:06,1,0,15,15,0,0,1.51,34
1512,base,interview,7/7/2020 9:51,1,2,1,1,2,31,5,4,2,1,,5,,1,1,4,1,4,1,1,4,4,4,4,1,1,1,4,4,7,4,6,1,1,1,1,1,1,1,1,1,1,1,1,7,7,4,1,-1,4,3,5,5,3,5,811,17,285,43,73,,9,6,33,44,10,96,22,33,706,,7/7/2020 10:15,1,0,15,15,0,0,1.14,18
1513,base,interview,7/7/2020 10:00,1,2,1,1,2,19,8,2,6,16,,4,,1,5,5,4,3,3,3,3,4,4,4,2,3,3,2,3,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,7,7,3,-1,1,4,5,5,5,2,2,69,12,86,,52,9,,7,40,36,10,111,18,25,475,,7/7/2020 10:08,1,0,15,15,0,0,1.29,18
1519,base,interview,7/7/2020 11:38,1,2,1,1,2,34,3,2,4,1,,4,,4,5,3,2,2,2,1,3,3,3,1,1,1,1,1,1,7,1,1,4,-1,1,1,1,1,1,1,1,1,1,1,7,5,1,1,1,4,3,3,3,3,2,31,12,121,25,154,35,,16,57,51,8,104,42,45,701,,7/7/2020 11:50,1,0,15,15,0,0,0.87,2
1523,base,interview,7/7/2020 13:02,1,2,1,1,2,20,3,2,6,1,,1,,4,3,5,6,6,5,5,7,6,7,5,4,5,6,5,6,7,5,4,3,1,4,4,5,4,5,6,7,6,4,4,4,7,3,-1,1,4,3,3,4,2,2,18,17,64,,74,22,,7,44,36,5,66,37,37,427,,7/7/2020 13:09,1,0,15,15,0,0,1.26,16
1531,base,interview,7/7/2020 17:12,1,2,1,1,2,23,10,4,6,4,,6,Pamekasan,1,1,5,6,3,5,5,2,3,3,2,2,3,2,2,2,5,1,2,1,1,1,4,1,1,1,1,1,1,1,1,6,6,2,-1,-1,4,3,5,3,2,2,21,10,104,,47,,55,18,47,68,8,94,24,48,544,,7/7/2020 17:22,1,0,15,15,0,0,1.03,8
1535,base,interview,7/7/2020 20:07,1,2,1,1,1,25,8,4,6,1,,1,,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,1,-1,4,5,5,5,3,5,5,6,27,66,23,,56,6,58,57,6,70,19,38,437,,7/7/2020 20:15,1,0,15,15,0,0,1.61,54
1539,base,interview,7/7/2020 20:50,1,2,1,1,1,27,8,5,2,1,,2,,3,5,1,6,3,3,6,6,2,3,7,5,4,2,1,1,7,1,1,4,7,1,1,1,1,1,1,1,1,1,1,7,7,3,-1,1,4,2,3,3,2,3,9,12,46,,39,7,,12,32,22,7,57,24,24,291,,7/7/2020 20:54,1,0,15,15,0,0,1.75,42
1546,base,interview,7/8/2020 3:15,1,2,1,1,1,24,4,2,6,1,,6,Surakarta,1,4,5,4,3,2,2,2,3,3,3,1,2,2,1,1,4,1,2,2,1,1,1,2,1,1,1,1,1,1,1,7,6,2,-1,-1,4,4,4,4,4,3,47,12,162,,78,,31,16,69,54,12,108,27,53,669,,7/8/2020 3:26,1,0,15,15,0,0,0.83,1
1548,base,interview,7/8/2020 3:16,1,2,1,1,2,28,3.5,5,2,1,,6,Mojokerto,1,3,6,5,5,6,6,6,6,6,5,6,6,6,2,7,7,7,7,5,1,1,5,1,1,1,1,1,1,1,1,5,5,4,1,-1,4,1,2,4,3,4,17,15,107,14,56,,5,11,57,20,7,127,31,6,473,,7/8/2020 3:24,1,0,15,15,0,0,1.57,50
1550,base,interview,7/8/2020 3:20,1,2,1,1,2,34,1,4,2,1,,1,,2,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,1,1,1,4,2,2,2,2,2,2,2,6,6,4,1,-1,4,4,4,4,4,4,19,11,69,8,55,,4,7,64,29,10,124,116,13,529,,7/8/2020 3:29,1,0,15,15,0,0,1.54,53
1551,base,interview,7/8/2020 3:22,1,2,1,1,2,28,4,4,4,1,,1,,3,3,4,2,2,1,1,1,2,4,2,3,2,2,3,3,3,3,5,3,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,4,2,2,2,2,2,9,11,89,17,31,3,,6,30,23,17,72,18,5,331,,7/8/2020 3:27,1,0,15,15,0,0,1.89,79
1557,base,interview,7/8/2020 3:41,1,2,1,1,2,30,5,2,4,1,,1,,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,6,6,1,1,1,4,3,3,3,3,3,21,22,70,6,18,4,,7,29,24,5,78,28,7,319,,7/8/2020 3:47,1,0,15,15,0,0,1.94,74
1558,base,interview,7/8/2020 3:53,1,2,1,1,2,29,3,5,4,1,,6,Palangka raya,1,5,1,2,1,1,1,1,3,3,1,1,-1,1,1,2,3,7,1,1,1,1,1,2,1,1,1,2,1,1,1,7,7,2,-1,-1,4,5,5,5,5,5,20,17,85,,76,,26,10,58,23,9,58,30,23,435,,7/8/2020 4:00,1,0,15,15,0,0,1.23,14
1560,base,interview,7/8/2020 4:06,1,2,1,1,2,23,7,4,2,1,,1,,2,6,4,6,5,4,3,7,7,7,7,7,7,7,7,1,7,7,7,6,1,1,1,4,1,3,2,1,1,3,4,7,7,3,-1,1,4,2,3,3,5,5,15,17,122,,58,65,,15,79,39,11,88,37,28,574,,7/8/2020 4:16,1,0,15,15,0,0,0.98,7
1562,base,interview,7/8/2020 4:11,1,2,1,1,2,35,8,2,2,1,,6,Bekasi,1,6,6,4,4,2,2,3,7,7,2,2,2,4,2,2,7,3,2,2,1,2,4,3,1,1,1,1,1,1,2,7,7,4,1,-1,4,2,3,4,3,3,147,21,227,50,67,,37,34,75,63,10,98,72,40,941,,7/8/2020 4:26,1,0,15,15,0,0,0.65,0
1572,base,interview,7/8/2020 5:38,1,2,1,1,1,29,3.5,4,1,1,,1,,2,4,2,6,6,5,6,7,6,5,6,6,6,6,6,7,6,6,5,7,2,2,6,7,3,3,2,4,3,4,2,2,3,1,1,1,4,2,3,4,2,2,10,15,97,76,70,33,,12,92,39,7,59,27,25,562,,7/8/2020 5:48,1,0,15,15,0,0,1.14,15
1576,base,interview,7/8/2020 6:59,1,2,1,1,1,40,1,4,2,1,,4,,3,5,7,7,7,7,7,3,7,7,7,3,7,3,6,6,7,4,7,7,7,5,7,7,7,7,7,7,7,4,7,1,1,3,-1,1,4,2,4,5,2,4,215,33,97,,87,144,,43,151,110,8,205,66,127,1164,,7/8/2020 7:21,1,0,15,15,0,0,0.47,0
1581,base,interview,7/8/2020 8:57,1,2,1,1,2,37,5,2,4,2,,3,,1,5,4,2,4,2,4,2,6,6,1,1,1,1,5,1,7,1,3,2,1,1,2,1,1,1,1,1,1,1,1,6,6,2,-1,-1,2,4,4,4,4,4,51,10,433,,158,,66,11,53,47,7,84,85,49,1054,,7/8/2020 9:14,1,0,15,15,0,0,0.79,3
1584,base,interview,7/8/2020 13:14,1,2,1,1,1,20,1.7,2,6,1,,6,Sukoharjo,1,5,6,5,5,5,5,5,6,6,3,5,6,5,7,6,7,5,6,4,2,4,3,5,2,3,4,3,2,2,3,5,5,4,1,-1,4,3,3,3,3,3,252,17,157,65,75,,96,24,119,97,13,117,39,67,921,,7/8/2020 13:33,1,0,15,15,0,0,0.56,0
1587,base,interview,7/8/2020 16:21,1,2,1,1,2,25,3,4,6,1,,3,,3,3,4,3,3,3,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,3,-1,1,4,3,3,3,3,3,33,11,72,,19,26,,10,33,17,8,76,37,19,361,,7/8/2020 16:27,1,0,15,15,0,0,1.48,26
